,Unnamed: 0,CaseOrder,Customer_id,Interaction,City,State,County,Zip,Lat,Lng,Population,Area,Timezone,Job,Children,Age,Education,Employment,Income,Marital,Gender,Churn,Outage_sec_perweek,Email,Contacts,Yearly_equip_failure,Techie,Contract,Port_modem,Tablet,InternetService,Phone,Multiple,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,PaperlessBilling,PaymentMethod,Tenure,MonthlyCharge,Bandwidth_GB_Year,item1,item2,item3,item4,item5,item6,item7,item8
4815,4816,4816,s753119,a1d603e6-f66f-4e48-8cc7-14cf0bb59018,colonial heights,va,colonial heights,23834,37.28974,-77.40366,24824,urban,america/new_york,newspaper journalist,1.0,75.0,ged or alternative credential,full time,19536.56,divorced,male,no,41.23036,11,0,0,no,two year,no,yes,dsl,yes,yes,yes,yes,no,no,yes,no,yes,credit card (automatic),13.34222,203.8881,2027.494,4,3,3,5,4,4,4,2
4816,4817,4817,c729520,299328dc-c036-4429-8af2-e250489044e7,cookville,tx,titus,75558,33.2419,-94.85805,1770,rural,america/chicago,volunteer coordinator,1.0,53.0,bachelor's degree,full time,43797.53,married,female,yes,9.854899,12,3,0,no,month-to-month,no,no,dsl,yes,yes,no,no,yes,yes,yes,no,no,electronic check,13.63405,175.1131,1855.224,3,3,4,2,4,5,4,4
4817,4818,4818,q940617,654b5830-5de2-4be5-a5bb-2124662d8271,ellsworth,il,mclean,61737,40.45847,-88.73956,476,urban,america/chicago,clinical cytogeneticist,1.0,53.0,"9th grade to 12th grade, no diploma",full time,35409.41,widowed,female,yes,9.927116,3,0,0,no,month-to-month,yes,no,dsl,yes,no,yes,no,yes,yes,no,yes,yes,bank transfer(automatic),8.171806,155.142,1307.929,3,3,3,4,4,2,3,4
4818,4819,4819,a442435,5b6213ca-aa92-4d48-8872-2c4130b7d507,lima,ny,livingston,14485,42.8799,-77.60054,3989,urban,america/new_york,recycling officer,1.0,51.0,associate's degree,part time,33186.785,divorced,male,no,10.09761,10,1,0,no,month-to-month,no,no,dsl,yes,no,yes,yes,yes,yes,yes,no,yes,bank transfer(automatic),36.19603,167.4648,3049.42,4,4,4,2,3,2,4,4
4819,4820,4820,t897383,5f3d99ba-4360-4837-a81b-1f8a25bc11a1,gainesville,al,sumter,35464,32.80329,-88.15355,690,suburban,america/chicago,"designer, textile",1.0,58.0,bachelor's degree,full time,20474.19,widowed,male,yes,9.34757,15,3,0,yes,two year,no,yes,dsl,yes,yes,yes,yes,no,yes,no,yes,yes,mailed check,3.876069,196.3498,1218.663,3,3,4,4,3,3,4,3
4820,4821,4821,q867792,727c0a2d-72d1-48fb-98d4-bcabe6b595b8,west milford,wv,harrison,26451,39.20772,-80.40226,733,urban,america/new_york,"psychologist, counselling",1.0,53.0,bachelor's degree,full time,2335.14,widowed,female,no,7.94513,11,0,0,no,month-to-month,no,no,fiber optic,yes,yes,no,no,yes,yes,yes,no,yes,bank transfer(automatic),29.71753,195.9581,2823.146,3,3,4,4,2,4,4,3
4821,4822,4822,b507626,76a33a5d-e151-405c-8900-42eb6ea5b674,mannsville,ny,jefferson,13661,43.70988,-76.10604,1368,urban,america/new_york,insurance underwriter,0.0,89.0,"9th grade to 12th grade, no diploma",full time,33004.0,divorced,male,yes,7.28086,14,0,0,no,two year,no,no,dsl,yes,yes,no,yes,yes,no,yes,no,no,electronic check,1.116305,185.2487,3382.424,2,3,3,4,4,3,2,2
4822,4823,4823,v677765,b70eff7b-9110-423b-9b27-8b3e09aa9817,fayetteville,nc,cumberland,28305,35.05266,-78.90679,5705,rural,america/new_york,investment analyst,1.0,53.0,professional school degree,full time,71806.84,separated,female,yes,12.48399,12,1,0,no,two year,yes,no,fiber optic,yes,no,no,no,no,yes,yes,yes,no,electronic check,1.331372,220.6449,3382.424,4,4,4,4,3,3,4,5
4823,4824,4824,i240484,252ace44-bb3f-4193-a0e7-4edc37dde44f,seattle,wa,king,98166,47.45281,-122.3501,21212,rural,america/los_angeles,"surveyor, building control",0.0,59.0,master's degree,full time,33186.785,divorced,female,no,38.59983,11,1,0,no,two year,yes,no,fiber optic,yes,no,yes,yes,no,no,no,no,no,bank transfer(automatic),4.054345,180.8922,471.7955,4,6,4,4,2,4,4,4
4824,4825,4825,v122687,93a10d2a-51ae-4b09-bc73-ce2817514042,valley stream,ny,nassau,11580,40.67495,-73.70356,43714,suburban,america/new_york,ship broker,0.0,31.0,"some college, 1 or more years, no degree",full time,7410.71,never married,male,no,11.52195,13,0,1,no,month-to-month,yes,no,fiber optic,yes,yes,no,yes,no,no,no,no,no,bank transfer(automatic),11.99482,179.8413,1293.257,3,2,3,4,4,3,3,2
4825,4826,4826,w869440,46b0a01f-aafb-4406-87fb-180af9f92261,monticello,wi,green,53570,42.73923,-89.61868,2491,suburban,america/chicago,dietitian,1.0,53.0,master's degree,part time,33186.785,married,male,no,8.859566,13,2,0,no,month-to-month,no,no,fiber optic,yes,no,no,yes,no,no,no,yes,yes,credit card (automatic),5.156634,169.587,3382.424,5,4,3,4,2,4,3,2
4826,4827,4827,v116127,1c953da1-f247-4682-91fd-5986482a51fb,gulf hammock,fl,levy,32639,29.22283,-82.7143,123,rural,america/new_york,"surveyor, land/geomatics",0.0,21.0,master's degree,retired,40948.07,married,male,yes,8.799756,12,1,0,no,month-to-month,yes,no,fiber optic,yes,no,no,yes,no,no,yes,yes,yes,credit card (automatic),1.530293,228.5948,814.3727,2,3,3,3,4,2,6,3
4827,4828,4828,a605807,c3940171-d920-401c-ba81-0b4e1dc169ed,paisley,or,lake,97636,42.61087,-120.5218,431,suburban,america/los_angeles,music tutor,2.0,68.0,bachelor's degree,part time,79645.56,married,female,yes,6.310889,14,3,0,yes,two year,yes,no,dsl,yes,yes,no,yes,yes,no,no,yes,yes,bank transfer(automatic),5.976743,193.5815,1312.119,3,3,4,1,5,4,2,4
4828,4829,4829,f644019,a01b9f1f-f1ae-4794-88e2-15f374cdf347,morro bay,ca,san luis obispo,93442,35.40215,-120.8029,10976,suburban,america/los_angeles,music tutor,0.0,41.0,"some college, 1 or more years, no degree",full time,69312.83,separated,male,no,38.98687,11,1,0,no,month-to-month,no,no,nan,yes,yes,yes,no,yes,no,yes,no,yes,mailed check,23.63005,182.279,2436.452,4,6,5,5,2,5,4,3
4829,4830,4830,t456294,142265f7-2d46-4bf0-b655-14232e3f738c,kiana,ak,northwest arctic,99749,66.97844,-160.4318,299,suburban,america/anchorage,"surveyor, insurance",2.0,53.0,"9th grade to 12th grade, no diploma",part time,33186.785,divorced,female,no,11.64175,8,0,0,no,one year,no,no,fiber optic,yes,no,yes,yes,no,yes,no,no,no,bank transfer(automatic),6.42531,151.3631,799.7666,3,3,3,2,4,2,2,2
4830,4831,4831,q140635,9aceddce-a2ab-4c67-ab9e-bd667f692c18,ames,ia,story,50010,42.03362,-93.58827,33965,urban,america/chicago,merchant navy officer,0.0,72.0,"9th grade to 12th grade, no diploma",full time,37864.06,divorced,male,no,17.81207,15,0,1,no,two year,yes,no,fiber optic,yes,yes,yes,no,no,yes,no,no,no,credit card (automatic),6.088456,160.5801,656.0906,2,2,2,3,2,4,2,3
4831,4832,4832,i52077,3f5830b8-bbc0-4e70-abf1-6c648c994105,wyalusing,pa,bradford,18853,41.72066,-76.26901,4089,urban,america/new_york,educational psychologist,0.0,53.0,"some college, 1 or more years, no degree",unemployed,33186.785,widowed,male,no,5.958376,16,0,1,no,month-to-month,yes,no,fiber optic,yes,yes,yes,no,no,yes,no,no,yes,bank transfer(automatic),17.93561,160.0223,1689.115,5,4,3,2,5,2,3,3
4832,4833,4833,f412119,46167470-9d3f-4f2a-aba5-5085a8069e62,magnet,ne,cedar,68749,42.45307,-97.47532,62,rural,america/chicago,glass blower/designer,1.0,45.0,regular high school diploma,student,33186.785,never married,female,no,10.57981,11,0,0,no,one year,no,yes,fiber optic,yes,yes,no,yes,no,yes,no,no,yes,mailed check,36.19603,180.603,982.3394,5,5,5,4,4,3,4,5
4833,4834,4834,x790315,73594dfe-bae2-45eb-aebd-0484aedd9ed6,preston,mo,hickory,65732,37.94131,-93.16162,994,urban,america/chicago,intelligence analyst,1.0,69.0,associate's degree,full time,34094.81,widowed,male,yes,6.703046,13,0,0,no,month-to-month,yes,no,nan,yes,no,no,no,no,no,yes,yes,no,electronic check,15.06895,173.7271,1672.337,2,3,2,2,5,3,2,3
4834,4835,4835,i524441,9a60acff-090c-4229-bf4f-26aa8ec6fbc5,dodson,mt,phillips,59524,48.23564,-108.3192,677,urban,america/denver,"geneticist, molecular",8.0,53.0,bachelor's degree,retired,32072.51,divorced,female,no,13.7488,16,1,1,yes,one year,yes,no,nan,yes,yes,yes,no,yes,no,no,no,yes,electronic check,3.305552,127.3914,702.3873,4,3,4,3,5,3,3,2
4835,4836,4836,n893933,45e9dfbc-8ec2-4de5-9c95-19d8dfc2c83b,rockford,il,winnebago,61108,42.25484,-89.00392,27819,rural,america/chicago,health and safety adviser,1.0,19.0,regular high school diploma,full time,28022.35,widowed,female,yes,13.00837,14,0,1,no,month-to-month,yes,no,fiber optic,yes,yes,yes,yes,no,yes,yes,no,yes,electronic check,13.11297,205.8923,1705.303,4,5,4,3,5,4,3,3
4836,4837,4837,n782316,1b5aa226-596d-44d4-9a87-3b9761aafb67,chauvin,la,terrebonne,70344,29.31205,-90.64965,5646,urban,america/chicago,educational psychologist,1.0,50.0,bachelor's degree,student,8015.32,married,male,yes,12.0548,10,3,0,no,two year,no,no,nan,yes,yes,no,no,no,yes,yes,yes,yes,bank transfer(automatic),7.579944,219.2552,1258.841,4,4,4,3,3,4,5,3
4837,4838,4838,s894000,a94b039a-b4d5-4e3e-a0d9-25405d91d55f,phelps,ky,pike,41553,37.47712,-82.16361,2157,suburban,america/new_york,adult guidance worker,6.0,87.0,master's degree,part time,40203.66,widowed,male,yes,12.13721,13,2,0,yes,one year,no,no,dsl,yes,yes,no,yes,yes,yes,no,yes,yes,electronic check,6.913925,206.5712,1536.364,5,4,5,3,4,3,4,6
4838,4839,4839,m875951,fad9f5be-7d06-4c69-be7f-a4f2cb9df149,staten island,ny,richmond,10301,40.62846,-74.0962,38733,suburban,america/new_york,"development worker, community",4.0,53.0,bachelor's degree,full time,24538.69,widowed,female,no,3.458815,6,0,0,no,month-to-month,no,yes,nan,yes,no,yes,yes,yes,no,no,no,no,credit card (automatic),36.19603,130.0535,3382.424,3,4,3,3,3,3,5,4
4839,4840,4840,u987101,81736c49-7bc3-4fdf-94ac-2603c00dd49c,danvers,mn,swift,56231,45.2823,-95.76135,379,suburban,america/chicago,magazine journalist,0.0,46.0,"9th grade to 12th grade, no diploma",full time,33186.785,never married,male,yes,11.96372,15,2,0,no,one year,yes,no,fiber optic,yes,no,no,no,yes,no,yes,yes,yes,bank transfer(automatic),9.386672,221.7423,1367.297,3,4,3,5,4,2,4,3
4840,4841,4841,s263090,4f43b02f-0818-4e1a-8b81-69a0a6148a7e,donnelly,mn,stevens,56235,45.70426,-96.01918,518,suburban,america/chicago,magazine journalist,2.0,53.0,bachelor's degree,retired,21790.0,separated,male,no,12.39667,15,0,0,yes,month-to-month,no,yes,fiber optic,yes,yes,no,yes,no,yes,no,no,yes,mailed check,9.187823,179.5263,941.2227,5,5,5,5,4,6,3,5
4841,4842,4842,i293072,16b67afa-3cc2-4fc4-bb7b-02867855533b,cocoa,fl,brevard,32922,28.37244,-80.74283,15741,rural,america/new_york,english as a foreign language teacher,2.0,53.0,regular high school diploma,retired,18210.97,divorced,male,yes,6.196312,18,0,1,no,month-to-month,no,no,nan,yes,no,no,yes,no,no,no,yes,no,mailed check,8.71167,135.7894,1129.874,2,2,3,2,6,3,2,3
4842,4843,4843,s623345,69affaad-cd41-4e48-9098-d1355d509a20,newport news,va,newport news,23601,37.05864,-76.46392,25578,urban,america/new_york,regulatory affairs officer,7.0,53.0,bachelor's degree,full time,40633.4,never married,female,yes,11.47902,12,2,1,no,two year,no,yes,dsl,yes,no,no,no,yes,no,yes,yes,no,bank transfer(automatic),4.820891,211.633,1569.608,3,3,2,2,4,2,3,2
4843,4844,4844,t708376,36016b17-749e-4ee0-871e-631447c9f917,lexington,mo,lafayette,64067,39.15592,-93.83556,5547,suburban,america/chicago,"education officer, environmental",1.0,80.0,bachelor's degree,part time,22918.99,widowed,female,yes,11.55955,14,3,0,no,month-to-month,yes,no,dsl,yes,yes,no,no,no,no,no,no,yes,bank transfer(automatic),16.57839,123.921,1771.851,3,4,2,4,4,3,3,1
4844,4845,4845,w682855,07d9b345-a189-4704-9836-c0aeab8699e6,west salem,il,edwards,62476,38.53402,-88.00926,1590,urban,america/chicago,"investment banker, operational",1.0,28.0,bachelor's degree,student,18054.15,never married,female,yes,10.61167,12,1,0,no,month-to-month,yes,no,dsl,yes,yes,yes,no,yes,no,no,no,no,mailed check,2.780924,154.1052,3382.424,5,5,5,5,3,3,4,2
4845,4846,4846,g813506,1cb3b1a7-00e4-4b92-a162-6ea5d77c5403,munford,tn,tipton,38058,35.45893,-89.81969,9777,urban,america/chicago,passenger transport manager,2.0,53.0,regular high school diploma,retired,8091.21,divorced,male,no,10.52135,13,0,0,no,month-to-month,no,no,nan,yes,no,no,no,no,yes,yes,no,no,electronic check,36.19603,118.6578,468.5975,3,4,3,3,3,3,3,3
4846,4847,4847,v942742,792b84e8-9697-4870-822c-066a98a371b1,boyds,md,montgomery,20841,39.19019,-77.32336,10481,suburban,america/new_york,chief of staff,1.0,36.0,regular high school diploma,unemployed,12993.3,divorced,male,no,12.4557,9,1,0,no,month-to-month,yes,yes,fiber optic,yes,no,no,no,no,no,no,yes,no,mailed check,4.212653,148.6362,659.4098,3,3,4,1,5,2,3,4
4847,4848,4848,y654641,f213bbd8-51f7-413f-913e-409969ba2003,gainesville,fl,alachua,32608,29.5969,-82.4066,48905,rural,america/new_york,magazine features editor,1.0,63.0,regular high school diploma,full time,27506.01,married,male,no,40.09881,14,1,1,no,one year,no,no,nan,yes,no,no,no,no,yes,no,no,yes,electronic check,9.525184,122.1314,820.0423,2,3,4,4,3,2,3,4
4848,4849,4849,c45413,0aed503b-198d-4b28-8daf-eea8c780475c,winchester,tn,franklin,37398,35.18375,-86.13986,14601,rural,america/chicago,probation officer,0.0,44.0,"some college, 1 or more years, no degree",full time,13476.42,divorced,female,no,7.084947,11,0,0,no,two year,no,no,dsl,no,no,no,yes,yes,no,no,no,yes,electronic check,36.19603,128.6258,983.1469,5,6,5,3,3,4,3,5
4849,4850,4850,d216382,d1f4be31-8f28-47e3-abca-b01d708b69e3,sturgis,ky,union,42459,37.55857,-88.01533,4128,rural,america/chicago,radio producer,1.0,53.0,associate's degree,full time,30536.02,divorced,male,no,38.04037,12,0,0,no,month-to-month,yes,no,dsl,yes,no,yes,no,no,no,yes,no,no,electronic check,4.096547,148.8713,3382.424,4,4,5,3,3,6,6,4
4850,4851,4851,w58371,3d049df6-5014-411b-9623-9572de507e41,oakwood,tx,leon,75855,31.5622,-95.85025,2968,suburban,america/chicago,"engineer, electronics",3.0,83.0,nursery school to 8th grade,retired,42800.66,never married,female,yes,9.275279,17,2,0,no,two year,no,no,fiber optic,yes,yes,no,no,no,no,yes,yes,no,electronic check,2.250238,239.6566,693.3489,5,4,4,5,3,4,4,3
4851,4852,4852,v581138,7c627dcb-981f-41b1-a4b2-e054e97cac2c,linn,wv,gilmer,26384,38.97588,-80.71386,615,urban,america/new_york,risk analyst,1.0,53.0,ged or alternative credential,part time,5362.71,widowed,female,yes,6.738803,13,0,1,no,two year,no,yes,nan,yes,no,no,yes,no,yes,yes,yes,yes,bank transfer(automatic),5.236648,209.3055,1060.769,5,4,4,3,1,4,3,4
4852,4853,4853,z257700,8d0f5e5f-5ef4-4beb-b9b6-123fec4df827,oak island,nc,brunswick,28465,33.91255,-78.1033,7252,urban,america/new_york,wellsite geologist,1.0,53.0,regular high school diploma,full time,17134.4,divorced,female,yes,4.863405,8,1,0,no,month-to-month,no,yes,dsl,yes,no,no,no,yes,no,no,yes,no,mailed check,5.695207,138.2449,1220.192,3,4,5,4,4,5,5,5
4853,4854,4854,y08499,4372087b-210f-4e3b-926d-8e6bca1d01e8,pilot mountain,nc,surry,27041,36.41988,-80.48237,7947,rural,america/new_york,air cabin crew,1.0,39.0,"9th grade to 12th grade, no diploma",full time,33186.785,never married,female,yes,11.37325,16,2,1,yes,month-to-month,yes,yes,fiber optic,yes,yes,yes,no,no,no,yes,yes,no,mailed check,6.649321,245.0077,1211.694,4,3,4,4,4,4,6,5
4854,4855,4855,m949486,319adced-2bba-4829-bffc-88884461cfb4,seattle,wa,king,98122,47.61151,-122.2918,38620,rural,america/los_angeles,"conservator, museum/gallery",1.0,61.0,"some college, 1 or more years, no degree",part time,33186.785,separated,female,no,14.54077,12,1,0,no,two year,no,yes,dsl,yes,yes,no,no,yes,no,yes,no,yes,mailed check,5.276321,161.575,3382.424,3,3,3,4,3,3,3,4
4855,4856,4856,x240332,171ba6b8-5487-4ceb-b260-95710ac71e80,munday,wv,wirt,26152,39.01006,-81.19587,109,urban,america/new_york,health and safety inspector,2.0,34.0,regular high school diploma,part time,56733.5,married,male,yes,10.88277,9,1,0,no,month-to-month,yes,yes,fiber optic,yes,yes,no,yes,yes,yes,no,yes,yes,bank transfer(automatic),15.1631,226.5259,1849.418,3,3,3,3,4,4,4,3
4856,4857,4857,w738025,c5fcd09e-edee-4746-9205-491a0ea7a019,akron,oh,summit,44310,41.1066,-81.4971,26659,urban,america/new_york,financial manager,1.0,48.0,bachelor's degree,full time,68204.46,never married,male,yes,9.119505,19,2,1,no,month-to-month,no,no,fiber optic,yes,yes,no,no,yes,no,no,yes,yes,bank transfer(automatic),5.124495,192.1901,821.0926,4,3,1,4,4,4,4,3
4857,4858,4858,c671723,35d0e800-3b9c-499c-a0b5-949b3ba6b2fa,whiteman air force base,mo,johnson,65305,38.72939,-93.55447,4029,suburban,america/chicago,"psychotherapist, dance movement",1.0,21.0,bachelor's degree,unemployed,35775.82,divorced,female,yes,13.67965,14,2,1,no,one year,yes,no,fiber optic,yes,yes,yes,yes,yes,no,yes,no,yes,electronic check,5.111844,209.0714,1062.404,4,4,4,2,4,2,3,5
4858,4859,4859,b154541,9e766e81-f50b-4731-99fe-e46984b8a250,neenah,wi,winnebago,54956,44.1825,-88.52769,43736,suburban,america/chicago,jewellery designer,1.0,49.0,regular high school diploma,student,23303.89,never married,male,yes,8.88121,11,1,1,no,one year,no,no,dsl,yes,yes,no,no,no,no,yes,no,no,bank transfer(automatic),10.02376,150.0049,1610.068,3,2,3,2,5,2,3,2
4859,4860,4860,i590530,9de645e9-b508-4d63-9660-d786b1b7ecb5,pleasant plains,ar,independence,72568,35.56936,-91.62503,1158,urban,america/chicago,"nurse, children's",1.0,69.0,bachelor's degree,full time,55365.37,never married,female,yes,39.93576,14,1,2,yes,month-to-month,yes,no,dsl,yes,no,no,yes,no,no,no,no,no,electronic check,11.61657,143.7487,1454.178,5,5,5,4,5,3,2,4
4860,4861,4861,g623098,ca307897-7d3d-4ac0-a978-a34d3df32756,new ipswich,nh,hillsborough,3071,42.74894,-71.87472,5316,rural,america/new_york,learning mentor,3.0,69.0,"some college, 1 or more years, no degree",retired,31263.34,divorced,male,no,10.24765,9,1,0,no,two year,yes,no,dsl,yes,no,no,no,no,no,yes,no,yes,mailed check,6.275924,116.8639,1196.239,3,3,2,3,4,4,3,3
4861,4862,4862,t896933,bf2f9bcb-5330-4db6-89af-89dfbc950e81,caseyville,il,st. clair,62232,38.63222,-90.00279,6705,urban,america/chicago,community education officer,0.0,77.0,regular high school diploma,unemployed,33186.785,widowed,male,no,8.984327,14,0,0,no,one year,no,no,fiber optic,yes,no,no,no,no,no,yes,no,no,bank transfer(automatic),10.18273,139.6562,984.2773,4,4,2,2,4,3,3,2
4862,4863,4863,j234094,63cd35d3-8331-44ef-a158-460bbe86a1a4,mayfield,ky,graves,42066,36.73285,-88.63942,23285,rural,america/chicago,fashion designer,2.0,63.0,bachelor's degree,full time,114551.7,widowed,male,no,11.91048,17,1,0,no,two year,no,no,dsl,yes,no,no,no,yes,no,no,no,no,credit card (automatic),7.761878,105.3811,1231.447,2,3,2,3,3,3,2,4
4863,4864,4864,h572770,83c476ee-88e7-4c37-b264-876ccd5a7807,hawthorne,ny,westchester,10532,41.09913,-73.80004,4968,rural,america/new_york,barrister's clerk,0.0,53.0,regular high school diploma,full time,43010.56,married,female,no,7.238181,11,0,0,no,two year,no,no,fiber optic,yes,no,yes,no,no,no,no,yes,no,mailed check,36.19603,149.0817,1178.98,3,3,4,4,2,3,4,4
4864,4865,4865,k447350,30d4480a-6673-45b3-b598-99521e2efe63,wasilla,ak,matanuska-susitna,99654,61.45483,-149.9005,62135,suburban,america/anchorage,paediatric nurse,2.0,32.0,ged or alternative credential,full time,33186.785,never married,female,no,10.45082,8,1,0,no,two year,no,yes,fiber optic,yes,yes,yes,yes,no,no,yes,no,yes,bank transfer(automatic),12.70321,195.1556,1593.998,3,3,3,3,4,4,2,3
4865,4866,4866,o16400,dfb19200-0b68-44e7-b7dd-88a78efcd5c3,gustine,ca,merced,95322,37.1702,-121.0168,10546,suburban,america/los_angeles,"librarian, academic",2.0,88.0,"some college, 1 or more years, no degree",full time,21512.56,separated,male,yes,7.327859,11,1,0,no,two year,no,no,dsl,no,no,no,no,no,no,yes,yes,no,bank transfer(automatic),36.19603,185.9802,1377.349,3,3,3,3,3,2,3,3
4866,4867,4867,p69600,e3550132-0a27-4314-96eb-cc388bc8fdd6,westfield,me,aroostook,4787,46.55169,-67.97684,620,urban,america/new_york,conference centre manager,0.0,28.0,master's degree,unemployed,94788.34,married,male,no,14.16825,14,1,0,no,month-to-month,yes,no,nan,yes,no,no,no,no,no,yes,no,yes,electronic check,1.74299,104.578,453.3963,3,3,3,2,3,4,4,3
4867,4868,4868,y920029,97a7b2e6-d3d7-4084-a594-33a3d0448db0,orangeburg,sc,orangeburg,29117,33.49818,-80.84883,1056,urban,america/new_york,production engineer,2.0,53.0,regular high school diploma,retired,10595.27,married,male,no,10.32292,12,0,0,no,two year,no,yes,nan,yes,no,no,no,yes,no,no,yes,yes,bank transfer(automatic),2.825046,127.9268,569.841,5,5,5,1,4,4,3,5
4868,4869,4869,s103816,e5ceb78c-c7bb-451d-b184-043826ccb834,norcross,mn,grant,56274,45.90222,-96.24573,137,suburban,america/chicago,publishing copy,1.0,53.0,"some college, 1 or more years, no degree",full time,16587.43,divorced,female,no,7.604357,12,0,1,no,one year,yes,yes,dsl,yes,no,yes,yes,yes,yes,no,no,yes,electronic check,2.237136,141.6926,733.0143,4,4,3,5,4,4,3,3
4869,4870,4870,t240504,50678f30-1271-46b2-bb2f-0a9fa86fcf13,shell,wy,big horn,82441,44.6435,-107.7717,221,urban,america/denver,nutritional therapist,4.0,49.0,bachelor's degree,full time,42033.71,separated,male,no,5.609997,10,0,1,no,month-to-month,no,no,fiber optic,yes,no,yes,yes,yes,no,no,no,yes,credit card (automatic),15.39062,150.4909,1719.699,4,4,3,3,2,2,3,2
4870,4871,4871,a793530,443ecad3-0bf7-470b-a525-9f4771605b5b,lexington,in,scott,47138,38.68094,-85.59556,4892,rural,america/indiana/indianapolis,accommodation manager,0.0,45.0,regular high school diploma,full time,33186.785,separated,male,yes,3.379452,12,2,0,yes,month-to-month,no,no,dsl,yes,no,no,no,yes,no,no,no,no,bank transfer(automatic),6.749571,103.5941,1145.947,6,6,6,4,4,4,5,5
